filename,start_time,end_time,call_type,noise_type
1989-08_airplane_03.wav,147.5219,152.0447815,rumble,airplane
1989-08_airplane_03.wav,157.8447,165.5602037,rumble,airplane
1989-08_airplane_03.wav,169.8412,172.0228252,rumble,airplane
1989-08_airplane_03.wav,171.4375,174.4172807,rumble,airplane
1989-08_airplane_03.wav,176.865,183.7291378,rumble,airplane
1989-08_airplane_03.wav,178.8338,180.5365319,rumble,airplane
2000-23_background_and_vehicle_noise_2.wav,21.5852,26.00166074,rumble,car
2000-23_background_and_vehicle_noise_2.wav,25.8421,28.2473138,rumble,car
2000-23_background_and_vehicle_noise_2.wav,28.6198,30.10969037,trumpet,car
2000-23_background_and_vehicle_noise_2.wav,29.3115,33.62154,rumble,car
2000-23_background_and_vehicle_noise_2.wav,33.4619,34.73894889,trumpet,car
2000-23_background_and_vehicle_noise_2.wav,46.7113,51.23418148,rumble,car
2000-23_background_noise_1.wav,8.5713,12.93455037,rumble,background
2000-23_background_noise_1.wav,20.8097,25.38579185,rumble,background
2000-23_background_noise_1.wav,25.403,31.78824444,rumble,background
2000-23_background_vehicle_noise.wav,4.3753,8.100025925,rumble,car
2000-23_background_vehicle_noise.wav,19.3274,23.05212593,rumble,car
2000-23_vehicle_noise_1.wav,6.1912,11.83149926,rumble,car
2000-23_vehicle_noise_1.wav,64.068,71.2920786,rumble,car
2000-23_vehicle_noise_1.wav,136.2342,140.5974504,rumble,car
2000-23_vehicle_noise_2.wav,8.0875,13.3021163,rumble,car
2000-23_vehicle_noise_3.wav,5.7976,11.33147852,rumble,car
2000-23_vehicle_noise_3.wav,24.1384,31.00253778,rumble,car
2000-23_vehicle_noise_4.wav,6.5301,10.36124667,rumble,car
2000-23_vehicle_noise_4.wav,14.4585,20.7373237,rumble,car
2000-23_vehicle_noise_4.wav,26.0051,29.46377407,rumble,car
2000-23_vehicle_noise_4.wav,39.4629,45.79493407,rumble,car
2000-23_vehicle_noise_4.wav,51.4884,58.51216889,rumble,car
2000-24_generator_noise_1.wav,56.3577,59.23106,rumble,generator_60hz
2000-24_generator_noise_2.wav,80.1582,83.88292593,rumble,generator_60hz
2000-24_generator_noise_2.wav,199.7774,203.6085467,rumble,generator_60hz
2000-24_generator_noise_2.wav,214.2506,218.9331126,rumble,generator_60hz
2000-24_generator_noise_2.wav,228.4046,235.4218933,rumble,generator_60hz
2000-24_generator_noise_2.wav,260.0582,264.4746607,rumble,generator_60hz
2000-24_generator_noise_3.wav,10.6417,13.30221852,rumble,generator_60hz
2000-24_generator_noise_3.wav,13.9407,19.63420963,rumble,generator_60hz
2000-24_generator_noise_4.wav,19.0808,24.18899555,rumble,generator_60hz
2000-24_generator_noise_4.wav,72.4093,79.27343778,rumble,generator_60hz
2000-24_generator_noise_4.wav,79.0019,84.57046058,rumble,generator_60hz
2000-24_generator_noise_4.wav,84.1156,86.77611852,rumble,generator_60hz
2000-24_generator_noise_4.wav,86.7761,90.28798444,rumble,generator_60hz
2000-24_generator_noise_4.wav,100.1851,105.7721889,rumble,generator_60hz
2000-24_generator_noise_4.wav,138.7455,145.2903756,rumble,generator_60hz
2000-24_generator_noise_4.wav,195.4937,202.6771,rumble,generator_60hz
2000-24_generator_noise_4.wav,220.3618,226.8002548,rumble,generator_60hz
2000-24_vehicle_and_generator_noise_1.wav,21.3066,29.23494518,rumble,generator_60hz
2000-24_vehicle_and_generator_noise_1.wav,89.4685,93.29964666,rumble,generator_60hz
2000-24_vehicle_noise_1.wav,10.412,16.15872,rumble,car
2000-24_vehicle_noise_1.wav,19.7771,24.45961259,rumble,car
2000-24_vehicle_noise_1.wav,27.7586,32.49432296,rumble,car
2000-24_vehicle_noise_1.wav,44.6959,49.27199185,rumble,car
2000-24_vehicle_noise_1.wav,71.4607,75.71752963,rumble,car
2000-24_vehicle_noise_1.wav,90.2942,94.44460889,rumble,car
2000-24_vehicle_noise_1.wav,119.2612,122.7730844,rumble,car
2000-24_vehicle_noise_1.wav,133.2023,137.7251815,rumble,car
2000-24_vehicle_noise_1.wav,176.3744,180.7908607,rumble,car
2000-24_vehicle_noise_1.wav,186.8601,192.5791622,rumble,car
2000-24_vehicle_noise_1.wav,202.9069,205.6206289,rumble,car
2000-24_vehicle_noise_1.wav,219.5196,222.6590119,rumble,car
2000-24_vehicle_noise_1.wav,264.9425,272.7685851,rumble,car
2000-24_vehicle_noise_1.wav,287.9692,295.6447835,rumble,car
2000-24_vehicle_noise_2.wav,38.1506,43.15237481,rumble,car
2000-27_airplane_01.wav,133.3136,139.5924237,rumble,airplane
2000-27_airplane_01.wav,221.1145,228.4575311,rumble,airplane
2000-3_airplane_02.wav,43.912,48.11561926,rumble,airplane
2000-3_airplane_02.wav,55.6715,59.18338444,rumble,airplane
2000-3_airplane_03.wav,71.0204,77.08638222,rumble,airplane
2002-2_airplane_01.wav,112.2981,116.1292467,rumble,airplane
2002-2_airplane_01.wav,119.0026,123.8979541,rumble,airplane
2002-2_airplane_01.wav,168.9963,173.5934616,bark-rumble,airplane
2002-2_airplane_01.wav,199.028,202.6463052,rumble,airplane
2003-7_airplane_01.wav,28.4817,32.04679481,bark-rumble,airplane
2003-7_airplane_01.wav,31.5147,36.62289555,rumble,airplane
2003-7_airplane_01.wav,40.9329,46.99888222,rumble,airplane
2003-7_airplane_01.wav,52.9584,60.30143111,rumble,airplane
2003-7_airplane_01.wav,66.261,70.09214667,rumble,airplane
2003-7_airplane_01.wav,76.3681,81.84876815,rumble,airplane
99-22A_airplane_01.wav,1.6605,4.853122222,rumble,airplane
99-22A_airplane_01.wav,84.9082,87.35587704,rumble,airplane
99-22A_airplane_01.wav,115.0893,116.3663489,rumble,airplane
99-22A_airplane_01.wav,116.6172,119.1712978,rumble,airplane
99-22A_airplane_01.wav,123.8158,125.5185319,rumble,airplane
99-22A_airplane_01.wav,142.2798,143.8761111,rumble,airplane
99-22A_airplane_01.wav,144.1421,145.7916215,rumble,airplane
99-22A_airplane_01.wav,150.1017,151.112697,rumble,airplane
99-22A_airplane_01.wav,199.0569,201.8238393,rumble,airplane
99-24_airplane_01.wav,16.5366,18.87785629,rumble,airplane
99-24_airplane_01.wav,22.3897,24.67774593,rumble,airplane
99-24_airplane_01.wav,46.2882,49.95971556,rumble,airplane
99-24_airplane_01.wav,52.301,54.16336296,rumble,airplane
99-37_airplane_02.wav,2.1123,5.943446666,rumble,airplane
99-37_airplane_02.wav,11.903,17.64972,rumble,airplane
99-37_airplane_and_vehicle_01.wav,44.1088,47.35463259,rumble,airplane
99-37_airplane_and_vehicle_01.wav,71.0333,73.64060815,rumble,airplane
99-37_airplane_and_vehicle_01.wav,95.5281,99.09319481,rumble,airplane
99-45_airplane_01.wav,51.3391,55.17024667,rumble,airplane
99-45_airplane_01.wav,69.7746,72.22227704,rumble,airplane
99-45_airplane_01.wav,97.2073,105.0292244,rumble,airplane
99-45_airplane_01.wav,105.4016,109.285957,rumble,airplane
99-45_airplane_01.wav,179.5454,184.866437,rumble,airplane
99-45_airplane_01.wav,199.3396,201.3615941,rumble,airplane
99-45_airplane_01.wav,215.6173,223.1423819,rumble,airplane
99-45_airplane_03.wav,55.104,58.77551555,rumble,airplane
99-45_airplane_03.wav,73.6744,76.06886667,rumble,airplane
99-45_airplane_03.wav,101.3027,108.8053622,rumble,airplane
99-45_airplane_03.wav,108.965,113.0089881,rumble,airplane
99-45_airplane_03.wav,183.703,188.3323022,rumble,airplane
99-45_airplane_03.wav,203.0716,205.2000148,rumble,airplane
99-45_airplane_03.wav,219.893,224.9975137,rumble,airplane
99-45_vehicle_01.wav,10.3543,13.49371185,rumble,car
99-45_vehicle_01.wav,106.0364,108.2712356,rumble,car
99-45_vehicle_01.wav,107.4731,109.8675667,rumble,car
99-45_vehicle_01.wav,132.5431,135.7889326,rumble,car
99-45_vehicle_01.wav,135.0972,136.7467215,rumble,car
99-45_vehicle_01.wav,173.4055,176.1724393,rumble,car
99-45_vehicle_01.wav,201.2785,205.2160674,rumble,car
99-45_vehicle_01.wav,213.304,215.4324148,roar,car
99-45_vehicle_01.wav,215.8581,218.5186185,rumble,car
99-45_vehicle_01.wav,219.2104,222.3498119,rumble,car
99-45_vehicle_01.wav,227.3516,231.0231156,rumble,car
99-45_vehicle_01.wav,236.2377,238.5257459,rumble,car
99-45_vehicle_01.wav,239.0046,240.866963,rumble,car
99-45_vehicle_01.wav,241.0798,243.2082148,rumble,car
99-45_vehicle_01.wav,243.2082,246.507243,trumpet,car
99-45_vehicle_01.wav,249.3806,250.2851763,trumpet,car
99-45_vehicle_01.wav,250.7641,254.3291948,rumble,car
99-45_vehicle_01.wav,256.974,258.7831526,rumble,car
99-45_vehicle_01.wav,258.7832,262.1354533,rumble,car
99-45_vehicle_01.wav,261.4437,264.1042185,rumble,car
99-45_vehicle_01.wav,264.7428,268.6803674,rumble,car
99-45_vehicle_01.wav,270.623,273.070677,rumble,car
99-45_vehicle_01.wav,273.6559,276.7421015,rumble,car
99-45_vehicle_01.wav,278.232,281.4246222,rumble,car
99-45_vehicle_01.wav,280.7861,281.9567281,rumble,car
99-45_vehicle_01.wav,316.511,320.0760948,rumble,car
99-45_vehicle_01.wav,317.3623,321.3530778,rumble,car
99-45_vehicle_01.wav,329.6007,332.3144289,rumble,car
99-45_vehicle_01.wav,336.1456,339.4978533,rumble,car
99-45_vehicle_01.wav,350.9323,352.9542941,rumble,car
99-45_vehicle_02.wav,17.0062,20.03919111,rumble,car
99-45_vehicle_02.wav,19.6667,23.60426741,rumble,car
99-45_vehicle_02.wav,20.3584,23.12533926,rumble,car
99-45_vehicle_02.wav,22.6997,26.21158444,rumble,car
99-45_vehicle_02.wav,77.6022,79.51777333,rumble,car
99-45_vehicle_02.wav,78.8261,82.81687778,rumble,car
99-45_vehicle_02.wav,81.1141,84.62598444,roar-rumble,car
99-45_vehicle_02.wav,96.0662,98.35424593,rumble,car
99-45_vehicle_02.wav,103.2496,104.7927007,rumble,car
99-45_vehicle_02.wav,106.868,110.0074118,rumble-roar-rumble,car
99-45_vehicle_02.wav,110.4863,113.6257119,rumble,car
99-45_vehicle_02.wav,113.5192,115.5411941,rumble,car
99-45_vehicle_02.wav,114.7963,116.3394007,rumble,car
99-45_vehicle_02.wav,116.233,119.7059757,trumpet-rumble,car
99-45_vehicle_02.wav,119.4399,122.7921533,rumble,car
99-45_vehicle_02.wav,119.9331,121.2101489,trumpet,car
99-45_vehicle_02.wav,123.8707,125.8394837,rumble,car
99-45_vehicle_02.wav,125.9459,127.4357904,trumpet,car
99-45_vehicle_02.wav,127.8614,131.4264948,rumble,car
99-45_vehicle_02.wav,139.887,145.3144578,rumble,car
J86-1_airplane_01.wav,192.4952,198.9336548,rumble,airplane
</content>
</invoke>
